"Bahamas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3640000,0,0,0,0,0,3690000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bahrain",0,0,0,0,0,0,0,10689930000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1820000,0,0,0,0,0,0,560880000,0,0,0,14760000,0,1845000,0,3940920000,0,267525000,0,0,14760000,5435065000,0,0,1499985000,0,1820000,31365000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1656810000,0,0,0,0,0,5460000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59100450000,16605000,0,0,0,0,97785000,0,9051570000,0,0,0,0,0,0,0,0,881910000,0,0,0,0,0,1072520000,0,36400000,14571295000,0,0,0,0,116990000,0,0,0,0,0,0,254610000,0,99630000,25830000,0,0,0,0,0,968625000
"Barbados",0,0,0,0,0,503830000,0,0,0,0,0,0,0,0,0,0,0,0,0,241695000,0,0,0,0,0,0,479925000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180235000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12915000,0,0,0,0,0,0,0,376690000,0,0,9597645000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2688165000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27675000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192620000,2799380000,334050000,0,0,0,0,0,0,0,0,0,0,0,535050000,0,0,0,0,0,0,0,0,0,0,0,1302570000,0,0,0,0,0,0,142710000,0,2782005000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bangladesh",0,0,0,0,0,0,0,2422305000,3690000,0,591435000,0,0,0,0,0,0,0,0,0,0,312795000,0,503160000,0,0,550900000,25830000,0,0,0,0,8670000,0,62775000,0,0,0,0,309080000,0,0,0,0,0,0,0,0,0,0,0,0,14720000,74435000,192435000,0,0,0,0,107010000,15430000,0,166020000,0,97785000,0,0,0,0,0,0,0,151290000,0,0,0,29518250000,0,0,0,12950000,0,1191815000,383720000,0,9225000,243670000,272330000,0,0,46125000,0,162810000,301290000,0,0,99895000,0,0,0,0,0,59040000,0,16478385000,75650000,0,0,214020000,704835000,0,3690000,0,972245000,0,0,1544500000,25830000,0,0,0,0,105280000,0,522135000,0,0,12915000,0,0,0,0,0,547805000,0,160350000,0,0,0,3322540000,0,0,0,0,0,0,0,0,29254980000,0,0,0,0,0,2908305000,0,427330000,0,17845000,0,9315000,40550000,5460000,0,0,0,0,0,0,0,0,0,0,0,11462520000,0,0,11806335000,0,8784950000,53535000,0,0,310115000,1845000,0,0,0,0,318260000,0,0,0,0,0,0
"Bermuda",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bhutan",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16605000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bolivia (Plurinational State of)",0,0,0,0,0,0,22020000,27525000,0,0,0,0,0,0,0,0,0,58720000,0,0,0,0,0,0,0,0,982015000,0,0,0,0,4286030000,0,0,0,0,0,9225000,0,0,0,0,0,0,3670000,0,0,0,0,0,0,0,0,0,55050000,0,0,0,0,0,22140000,0,0,0,0,0,0,121110000,0,0,0,1835000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121770000,0,0,0,0,0,0,0,0,0,0,0,1835000,0,0,0,0,0,0,0,0,1133200000,6741630000,0,0,0,0,0,0,0,0,0,0,12855000,0,0,0,0,1835000,0,0,0,0,0,3670000,0,0,27645000,0,0,0,0,1835000,0,0,0,0,9175000,0,0,0,0,0,0,0,0,0,16585000,0,912115000,0,1054825000,0,0,0,0,0,0,0,14760000,0,0,0,0,0,0
"Botswana",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3392505000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142410000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,576600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brazil",0,0,0,0,18692825000,17805000,3235090000,140220000,0,84260000,29410000,7330000,0,0,0,2803385000,0,0,0,18400000,0,0,0,0,0,60885000,274605000,857365000,0,0,0,14837395000,246690000,2646360000,0,0,0,626970000,6511025000,113695000,0,0,60655000,0,1006715000,12915000,142110000,7380000,19123980000,1767510000,0,0,30765000,0,82965000,0,0,0,204795000,33210000,90085000,5510000,208530000,0,115230000,0,0,97785000,9225000,506835000,79335000,771110000,391435000,90780000,0,0,20185000,524408390000,5535000,39990000,3690000,90314685000,56540000,16605000,0,71715000,1011255000,27650000,0,57195000,0,0,79285000,0,0,0,118135000,0,439315000,903165000,7340000,0,68265000,0,0,0,17850000,205400000,0,153870000,343120000,11070000,60885000,1050690000,0,0,0,108135000,0,0,0,0,20270000,89210000,0,1845000,77080000,109696145000,1451020000,0,22140000,40565110000,4586350000,366839795000,47970000,1365160000,0,0,0,35030000,0,191880000,0,0,0,0,0,278595000,104621850000,38745000,9225000,169740000,0,22140000,238265000,9225000,310945000,78885000,217440000,0,0,0,758250000,0,0,14760000,0,85405000,0,0,123535000,712860000,0,186185000,402210000,3690000,0,253290000,73400000,37372085000,0,38374385000,0,120909600000,681543685000,0,588555000,269370000,0,18415000,0,0,0,20295000,0,262660000
"Aruba",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Belize",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9225000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14760000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Solomon Islands",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Brunei Darussalam",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22965000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1960165000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36900000,0,0,0,0,0,1245000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bulgaria",204805000,0,13296065000,0,14760000,0,9960000,213780000,459470000,0,39015000,0,199723715000,0,0,0,0,159870000,0,0,0,0,0,1845000,0,0,345150000,0,0,0,0,35280000,333945000,46485000,0,0,0,74295000,0,41951960000,409100000,1835000,653020000,0,0,1191890000,14940000,154769525000,13695000,0,177120000,0,0,68400000,214302310000,0,0,1743790000,3690000,0,28940545000,6598755000,0,0,1776372575000,0,0,0,0,0,0,0,12315000,6017675000,9272280000,0,37635000,501530570000,120590000,1996790000,322794750000,349216530000,752444780000,0,9225000,0,902825000,1018840000,0,0,1845000,0,388532030000,77535000,767925000,0,552899955000,0,0,592512735000,2565225000,0,0,0,149595000,3690000,1845000,487625000,0,125520000,4841025000,29520000,25180105000,14760000,357340000,0,0,332478470000,0,0,20881125000,0,112725000,0,0,18450000,59030000,91432500000,82170000,2803960000,0,39840000,16185000,1063046850000,4783600000,439962725000,0,0,0,110120000,0,1405735275000,0,1508835000,0,0,0,0,824415000,0,12915000,0,2772675000,3929230000,21765000,0,152025000,2986522790000,0,0,0,261940000,27675000,152374140000,0,43680000,0,354439130000,0,0,5535000,75645000,310918445000,382845160000,745560000,0,0,13227630000,2161440000,8958555000,0,184455000,0,0,46017250000,5.01e+10,19303625000,0,0,16329030000,0,114538860000,2448885000,346446510000,0,22140000
"Myanmar",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Burundi",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,396760000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5460000,0,0,0,0,0,0,0,0,0,0,0,0,1820000,0,0,0,0,0,0,0,66120665000,0,0,0,0,0,0,0,0
"Cameroon",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1835000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1725000,0,0,0,0,0,0,0,0,0,0,0,0,1835000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Canada",0,0,0,2484303690000,0,14680000,184500000,1636420165000,0,9322855000,270660000,633085000,4112844270000,0,0,5011670000,0,347068595000,0,7370000,0,20295000,0,137890230000,1.0354e+10,502466260000,0,0,0,1465466750000,0,1166605125000,6928419880000,4459398860000,8353340000,0,0,627431670000,317890350000,0,0,0,908480000,58340000,1076914910000,0,2173657135000,165229865000,92053705000,0,0,0,0,33210000,34629980000,178965000,1845000,0,4176670000,0,2585210000,0,1353571280000,0,1612520000,0,23985000,200808750000,0,51660000,282349340000,35015000,2083870000,0,0,1449330000,2172670000,7703853685000,0,87314695000,125460000,122981400000,4639546435000,67848040000,414160000,713165000,6537538930000,209550000,0,396583410000,0,0,1252434705000,224822615000,32314500000,108170000,53153110000,0,0,77264650000,0,0,0,77828680000,648261660000,25830000,0,0,2.338e+10,38745000,2412944255000,0,3162010780000,6.29924e+11,0,28057670000,1987300000,41682140000,0,25230000,0,0,19705660000,114879030000,0,2962691765000,0,0,16758500000,0,0,20295000,4912837755000,477549170000,1845000,87416150000,0,0,0,76724460000,1.169e+10,0,31728330000,0,3680000,4886625000,25820000,0,3638330000,73429900000,6780000,1820000,0,0,72847605000,0,334346780000,288975450000,5535000,0,0,368550000,910210000,0,0,97621880000,137147080000,983092395000,130690860000,0,1050685000,170790315000,847683650000,1699152975000,1095102610000,35654500000,0,1466627335000,1820000,9202472825000,18450000,0,0,337603460000,1054902675000,0,12915000,0,0,394038080000,0,0,0,90392090000,0,0
"Cape Verde",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59040000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99630000,558740000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273060000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Central African Republic",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
